"Suburb_Code","Suburb_Name","Tot_15_24_FtPt"
"22092","Port Campbell",0
"22093","Port Fairy",7
"22094","Port Franklin",0
"22095","Port Melbourne",291
"22096","Port Welshpool",0
"22097","Portarlington",24
"22098","Portland (Vic.)",47
"22099","Portland North",9
"22100","Portland West",0
"22101","Portsea",4
"22102","Pound Creek",3
"22103","Powelltown",0
"22104","Powers Creek",0
"22105","Powlett Plains",0
"22106","Prahran",546
"22107","Prairie (Vic.)",0
"22108","Pranjip",0
"22109","Preston (Vic.)",1334
"22110","Princes Hill",157
"22111","Princetown",0
"22112","Puckapunyal",14
"22113","Pura Pura",0
"22114","Purdeet",0
"22115","Purnim",0
"22116","Purnim West",0
"22117","Pyalong",6
"22118","Pyramid Hill",3
"22119","Quambatook",0
"22120","Quandong",0
"22121","Quantong",3
"22122","Quarry Hill",59
"22123","Queenscliff (Vic.)",19
"22124","Raglan (Vic.)",0
"22125","Rainbow",6
"22126","Ranceby",0
"22127","Rathscar",0
"22128","Rathscar West",0
"22129","Ravenhall",0
"22130","Ravenswood (Vic.)",5
"22131","Ravenswood South",0
"22132","Rawson",0
"22133","Raymond Island",0
"22134","Raywood",0
"22135","Red Cliffs",37
"22136","Red Hill (Vic.)",15
"22137","Red Hill South",8
"22138","Red Lion",0
"22139","Redan",55
"22140","Redbank (Vic.)",0
"22141","Redcastle",0
"22142","Redesdale",0
"22143","Reedy Creek (Vic.)",3
"22144","Reedy Dam",0
"22145","Reedy Flat",0
"22146","Reedy Lake",0
"22147","Reefton (Vic.)",0
"22148","Research",87
"22149","Reservoir (Vic.)",1570
"22150","Reynard",0
"22151","Rheola",0
"22152","Rhyll",3
"22153","Rhymney",0
"22154","Riachella",0
"22155","Rich Avon",0
"22156","Rich Avon East",0
"22157","Rich Avon West",0
"22158","Richmond (Vic.)",1033
"22159","Richmond Plains",0
"22160","Riddells Creek",86
"22161","Riggs Creek",0
"22162","Ringwood (Vic.)",397
"22163","Ringwood East",240
"22164","Ringwood North",358
"22165","Ripplebrook",3
"22166","Rippleside",20
"22167","Ripponlea",59
"22168","Riverside (Vic.)",3
"22169","Riverslea",0
"22170","Robertsons Beach",0
"22171","Robinvale",19
"22172","Rochester (Vic.)",21
"22173","Rochford",0
"22174","Rockbank",29
"22175","Rocklands",0
"22176","Rocklyn",0
"22177","Rocky Point (Vic.)",0
"22178","Rokeby (Vic.)",3
"22179","Rokewood",0
"22180","Rokewood Junction",0
"22181","Romsey",78
"22182","Rosanna",319
"22183","Rose River",0
"22184","Rosebery (Vic.)",0
"22185","Rosebrook (Vic.)",3
"22186","Rosebud",103
"22187","Rosebud West",21
"22188","Rosedale (Vic.)",9
"22189","Roses Gap",0
"22190","Rosewhite",0
"22191","Roslynmead",0
"22192","Ross Creek (Vic.)",17
"22193","Rossbridge",0
"22194","Rostron",0
"22195","Rowsley",8
"22196","Rowville",1332
"22197","Roxburgh Park",867
"22198","Rubicon",0
"22199","Ruby",0
"22200","Ruffy",0
"22201","Running Creek (Vic.)",0
"22202","Runnymede (Vic.)",0
"22203","Rupanyup",4
"22204","Rushworth",3
"22205","Russells Bridge",0
"22206","Rutherglen",19
"22207","Ryans",0
"22208","Ryanston",0
"22209","Rye",66
"22210","Rythdale",0
"22211","Safety Beach (Vic.)",45
"22212","Sailors Falls",0
"22213","Sailors Gully",5
"22214","Sailors Hill",0
"22215","Sale",111
"22216","Salisbury West",0
"22217","Samaria",3
"22218","San Remo (Vic.)",4
"22219","Sandford (Vic.)",0
"22220","Sandhill Lake",0
"22221","Sandhurst",113
"22222","Sandon (Vic.)",0
"22223","Sandringham (Vic.)",368
"22224","Sandy Creek (Vic.)",0
"22225","Sandy Point (Vic.)",0
"22226","Sargood",0
"22227","Sarsfield",0
"22228","Sassafras (Vic.)",16
"22229","Sawmill Settlement",0
"22230","Scarsdale",9
"22231","Scoresby",224
"22232","Scotchmans Lead",0
"22233","Scotsburn",0
"22234","Scotts Creek (Vic.)",3
"22235","Sea Lake",3
"22236","Seabrook",144
"22237","Seacombe",0
"22238","Seaford (Vic.)",191
"22239","Seaholme",49
"22240","Seaspray",0
"22241","Seaton (Vic.)",0
"22242","Seaview",0
"22243","Sebastian",0
"22244","Sebastopol (Vic.)",216
"22245","Seddon (Vic.)",178
"22246","Sedgwick",0
"22247","Selby",47
"22248","Selwyn (Vic.)",0
"22249","Separation Creek",0
"22250","Serpentine (Vic.)",0
"22251","Serviceton",0
"22252","Seville",41
"22253","Seville East",9
"22254","Seymour (Vic.)",40
"22255","Shady Creek",4
"22256","Shays Flat",0
"22257","She Oaks",0
"22258","Sheans Creek",0
"22259","Sheep Hills",0
"22260","Shelbourne",4
"22261","Shelford",3
"22262","Shelley (Vic.)",0
"22263","Shepherds Flat",0
"22264","Shepparton",297
"22265","Shepparton East",5
"22266","Shepparton North",12
"22267","Sherbrooke",12
"22268","Shoreham",12
"22269","Sidonia",0
"22270","Silvan",36
"22271","Silverleaves",0
"22272","Simpson (Vic.)",0
"22273","Simpsons Creek",0
"22274","Simson",0
"22275","Skenes Creek",0
"22276","Skenes Creek North",0
"22277","Skibo",0
"22278","Skinners Flat",0
"22279","Skipton",6
"22280","Skye (Vic.)",153
"22281","Slaty Creek",0
"22282","Smeaton",0
"22283","Smiths Beach",0
"22284","Smiths Gully",3
"22285","Smokeytown",0
"22286","Smoko",0
"22287","Smythes Creek",19
"22288","Smythesdale",13
"22289","Snake Island",0
"22290","Snake Valley",10
"22291","Soldiers Hill (Vic.)",96
"22292","Somers",27
"22293","Somerton (Vic.)",0
"22294","Somerville (Vic.)",188
"22295","Sorrento (Vic.)",13
"22296","South Dudley",3
"22297","South Geelong",37
"22298","South Kingsville",44
"22299","South Melbourne",372
"22300","South Morang",631
"22301","South Purrumbete",0
"22302","South Wharf",0
"22303","South Yarra",1610
"22304","Southbank",1939
"22305","Southern Cross (Vic.)",0
"22306","Spargo Creek",0
"22307","Speed",0
"22308","Spotswood",53
"22309","Spring Gully (Vic.)",79
"22310","Spring Hill (Vic.)",7
"22311","Springbank",3
"22312","Springdallah",0
"22313","Springfield (Buloke - Vic.)",0
"22314","Springfield (Macedon Ranges - Vic.)",3
"22315","Springhurst",0
"22316","Springmount",0
"22317","Springvale (Vic.)",1029
"22318","Springvale South",569
"22319","St Albans (Vic.)",1430
"22320","St Albans Park",65
"22321","St Andrews (Vic.)",21
"22322","St Andrews Beach",8
"22323","St Arnaud",12
"22324","St Arnaud East",0
"22325","St Arnaud North",0
"22326","St Clair (Vic.)",0
"22327","St Germains",0
"22328","St Helena",114
"22329","St Helens (Vic.)",0
"22330","St Helens Plains",0
"22331","St James (Vic.)",0
"22332","St Kilda (Vic.)",524
"22333","St Kilda East",402
"22334","St Kilda West",84
"22335","St Leonards (Vic.)",19
"22336","Staceys Bridge",0
"22337","Staffordshire Reef",0
"22338","Staghorn Flat",3
"22339","Stanhope (Vic.)",7
"22340","Stanley (Vic.)",0
"22341","Staughton Vale",3
"22342","Stavely",0
"22343","Stawell",22
"22344","Steels Creek",3
"22345","Steiglitz (Vic.)",0
"22346","Stewarton (Vic.)",0
"22347","Stirling (Vic.)",0
"22348","Stockdale",0
"22349","Stockyard Hill",0
"22350","Stonehaven",3
"22351","Stoneleigh (Vic.)",0
"22352","Stony Creek (Central Goldfields - Vic.)",0
"22353","Stony Creek (South Gippsland - Vic.)",0
"22354","Stonyford",0
"22355","Stradbroke",0
"22356","Strangways",3
"22357","Straten",0
"22358","Stratford (Vic.)",14
"22359","Strath Creek",0
"22360","Strathallan",0
"22361","Strathbogie",0
"22362","Strathdale",177
"22363","Strathdownie",0
"22364","Strathewen",0
"22365","Strathfieldsaye",100
"22366","Strathkellar",0
"22367","Strathlea",0
"22368","Strathmerton",3
"22369","Strathmore (Vic.)",341
"22370","Strathmore Heights",27
"22371","Streatham",0
"22372","Strzelecki (Vic.)",0
"22373","Stuart Mill",0
"22374","Sugarloaf (Vic.)",0
"22375","Sugarloaf Creek",3
"22376","Suggan Buggan",0
"22377","Sulky",5
"22378","Summerlands",0
"22379","Sunbury",826
"22380","Sunday Creek",3
"22381","Sunderland Bay",0
"22382","Sunset Strip (Vic.)",0
"22383","Sunshine (Vic.)",363
"22384","Sunshine North",466
"22385","Sunshine West",634
"22386","Surf Beach (Vic.)",3
"22387","Surrey Hills",700
"22388","Sutherland (Vic.)",0
"22389","Sutherlands Creek",8
"22390","Sutton (Vic.)",0
"22391","Sutton Grange",0
"22392","Swan Bay (Vic.)",0
"22393","Swan Hill",76
"22394","Swan Hill West",0
"22395","Swan Island",0
"22396","Swan Marsh",0
"22397","Swan Reach (Vic.)",0
"22398","Swanpool",0
"22399","Swanwater",0
"22400","Swanwater West",0
"22401","Swifts Creek",0
"22402","Sydenham (Vic.)",385
"22403","Sylvaterre",0
"22404","Tabberabbera",0
"22405","Tabilk",0
"22406","Tabor",0
"22407","Taggerty",0
"22408","Tahara",0
"22409","Tahara Bridge",0
"22410","Tahara West",0
"22411","Talbot (Vic.)",0
"22412","Talgarno",0
"22413","Tallandoon",0
"22414","Tallangatta",4
"22415","Tallangatta East",0
"22416","Tallangatta South",0
"22417","Tallangatta Valley",0
"22418","Tallarook",12
"22419","Tallygaroopna",5
"22420","Tambo Crossing",0
"22421","Tambo Upper",3
"22422","Tamboon",0
"22423","Tamboritha",0
"22424","Taminick",0
"22425","Tamleugh",0
"22426","Tamleugh North",0
"22427","Tandarook",0
"22428","Tandarra",0
"22429","Tangambalanga",6
"22430","Tanjil",0
"22431","Tanjil Bren",0
"22432","Tanjil South",10
"22433","Tanwood",0
"22434","Tanybryn",0
"22435","Taradale (Vic.)",0
"22436","Tarcombe",0
"22437","Tarilta",0
"22438","Tarnagulla",0
"22439","Tarneit",824
"22440","Tarnook",0
"22441","Taroon",0
"22442","Tarra Valley",0
"22443","Tarranyurk",0
"22444","Tarraville",0
"22445","Tarrawarra",0
"22446","Tarrawingee",0
"22447","Tarrayoukyan",0
"22448","Tarrengower",0
"22449","Tarrenlea",0
"22450","Tarrington",3
"22451","Tarrone",0
"22452","Tarwin",0
"22453","Tarwin Lower",3
"22454","Tatong",0
"22455","Tatura",32
"22456","Tatura East",3
"22457","Tatyoon",0
"22458","Tawonga",0
"22459","Tawonga South",3
"22460","Taylor Bay",0
"22461","Taylors Hill",472
"22462","Taylors Lakes",788
"22463","Teal Point",0
"22464","Tecoma",50
"22465","Teddywaddy",0
"22466","Teddywaddy West",0
"22467","Teesdale (Vic.)",19
"22468","Telangatuk East",0
"22469","Telford",0
"22470","Telopea Downs",0
"22471","Templestowe",717
"22472","Templestowe Lower",491
"22473","Tempy",0
"22474","Tenby Point",0
"22475","Tennyson (Vic.)",0
"22476","Terang",17
"22477","Terip Terip",0
"22478","Terrappee",0
"22479","Terrick Terrick",0
"22480","Terrick Terrick East",0
"22481","Tesbury",0
"22482","Tetoora Road",0
"22483","Thalia",0
"22484","The Basin (Vic.)",91
"22485","The Cove",0
"22486","The Gurdies",0
"22487","The Heart",0
"22488","The Honeysuckles",0
"22489","The Patch",18
"22490","The Sisters",3
"22491","Thologolong",0
"22492","Thomastown",587
"22493","Thomson (Baw Baw - Vic.)",0
"22494","Thomson (Greater Geelong - Vic.)",35
"22495","Thoona",0
"22496","Thornbury",627
"22497","Thornton (Vic.)",0
"22498","Thorpdale",4
"22499","Thorpdale South",0
"22500","Thowgla Valley",0
"22501","Three Bridges",0
"22502","Timbarra (Vic.)",0
"22503","Timboon",9
"22504","Timboon West",0
"22505","Timmering",0
"22506","Timor (Vic.)",0
"22507","Timor West",0
"22508","Tinamba",3
"22509","Tinamba West",0
"22510","Tintaldra",0
"22511","Tittybong",0
"22512","Tol Tol",0
"22513","Tolmie",0
"22514","Tom Groggin",0
"22515","Tongala",5
"22516","Tonghi Creek",0
"22517","Tongio",0
"22518","Tonimbuk",3
"22519","Tooan",0
"22520","Tooborac",0
"22521","Toolamba",6
"22522","Toolamba West",0
"22523","Toolangi",0
"22524","Toolern Vale",17
"22525","Toolleen",0
"22526","Toolome",0
"22527","Toolondo",0
"22528","Toolong",0
"22529","Toombon",0
"22530","Toongabbie (Vic.)",16
"22531","Toora (Vic.)",0
"22532","Toora North",0
"22533","Tooradin",18
"22534","Toorak",636
"22535","Toorloo Arm",0
"22536","Toorongo",0
"22537","Tootgarook",17
"22538","Torquay (Vic.)",252
"22539","Torrita",0
"22540","Torrumbarry",0
"22541","Torwood",0
"22542","Tostaree",0
"22543","Tottenham (Vic.)",0
"22544","Tottington",0
"22545","Tourello",0
"22546","Towan",0
"22547","Towaninny",0
"22548","Towaninny South",0
"22549","Tower Hill",0
"22550","Towong",3
"22551","Towong Upper",0
"22552","Trafalgar (Vic.)",34
"22553","Trafalgar East",5
"22554","Trafalgar South",3
"22555","Tragowel",0
"22556","Traralgon",324
"22557","Traralgon East",23
"22558","Traralgon South",5
"22559","Travancore",289
"22560","Trawalla",0
"22561","Trawool",0
"22562","Traynors Lagoon",0
"22563","Tremont",0
"22564","Trentham",3
"22565","Trentham East",0
"22566","Tresco",0
"22567","Tresco West",0
"22568","Trida",0
"22569","Truganina",463
"22570","Tubbut",0
"22571","Tuerong",5
"22572","Tulkara",0
"22573","Tullamarine",129
"22574","Tungamah",0
"22575","Turoar",0
"22576","Turriff",0
"22577","Turriff East",0
"22578","Turtons Creek",0
"22579","Tutye",0
"22580","Tyaak",0
"22581","Tyabb",66
"22582","Tyenna (Vic.)",0
"22583","Tyers",3
"22584","Tylden",3
"22585","Tynong",6
"22586","Tynong North",13
"22587","Tyntynder",0
"22588","Tyntynder South",3
"22589","Tyrendarra",0
"22590","Tyrendarra East",0
"22591","Tyrrell",0
"22592","Tyrrell Downs",0
"22593","Ullina",0
"22594","Ullswater",0
"22595","Ultima",0
"22596","Ultima East",0
"22597","Ulupna",0
"22598","Undera",5
"22599","Underbool",0
"22600","Upotipotpon",0
"22601","Upper Ferntree Gully",64
"22602","Upper Gundowring",0
"22603","Upper Lurg",0
"22604","Upper Plenty",3
"22605","Upper Ryans Creek",0
"22606","Upton Hill",0
"22607","Upwey",161
"22608","Valencia Creek",0
"22609","Vasey",0
"22610","Vaughan",0
"22611","Vectis",5
"22612","Ventnor (Vic.)",6
"22613","Venus Bay (Vic.)",3
"22614","Vermont",319
"22615","Vermont South",576
"22616","Vervale",0
"22617","Vesper",3
"22618","Victoria Point (Vic.)",0
"22619","Victoria Valley (Vic.)",0
"22620","Viewbank",212
"22621","Vinifera",3
"22622","Violet Town",0
"22623","Vite Vite",0
"22624","Vite Vite North",0
"22625","W Tree",0
"22626","Waaia",0
"22627","Waanyarra",0
"22628","Waarre",0
"22629","Wabonga",0
"22630","Waggarandall",0
"22631","Wahgunyah",5
"22632","Wahring",0
"22633","Wail",0
"22634","Wairewa",0
"22635","Waitchie",3
"22636","Wal Wal",0
"22637","Waldara",5
"22638","Walhalla",0
"22639","Walhalla East",0
"22640","Walkerville (Vic.)",0
"22641","Walkerville North",0
"22642","Walkerville South",0
"22643","Wallace",0
"22644","Wallacedale",0
"22645","Wallagaraugh",0
"22646","Wallaloo",0
"22647","Wallaloo East",0
"22648","Wallan",133
"22649","Wallinduc",0
"22650","Wallington",30
"22651","Wallup",0
"22652","Walmer (Vic.)",0
"22653","Walpa",0
"22654","Walpeup",0
"22655","Walwa",0
"22656","Wandana Heights",97
"22657","Wandella (Vic.)",0
"22658","Wandiligong",0
"22659","Wandin East",4
"22660","Wandin North",48
"22661","Wando Bridge",0
"22662","Wando Vale",0
"22663","Wandong",34
"22664","Wandown",0
"22665","Wangandary",0
"22666","Wangarabell",0
"22667","Wangaratta (Vic.)",129
"22668","Wangaratta South",3
"22669","Wangie",0
"22670","Wangoom",0
"22671","Wannon",0
"22672","Wantirna",456
"22673","Wantirna South",872
"22674","Waranga Shores",3
"22675","Waratah Bay",0
"22676","Warburton (Vic.)",16
"22677","Wareek",3
"22678","Wargan",0
"22679","Warmur",0
"22680","Warncoort",0
"22681","Warne",0
"22682","Warneet",3
"22683","Warrabkook",0
"22684","Warracknabeal",4
"22685","Warragul",243
"22686","Warragul South",3
"22687","Warragul West",0
"22688","Warrak",0
"22689","Warrandyte",216
"22690","Warrandyte South",34
"22691","Warranwood",204
"22692","Warrayure",0
"22693","Warrenbayne",0
"22694","Warrenheip",18
"22695","Warrenmang",0
"22696","Warrion",0
"22697","Warrnambool",408
"22698","Warrock",0
"22699","Warrong",0
"22700","Wartook",0
"22701","Watchem",0
"22702","Watchem West",0
"22703","Watchupga",0
"22704","Waterford Park",0
"22705","Waterholes",0
"22706","Waterloo (Vic.)",0
"22707","Waterways",125
"22708","Watsonia",117
"22709","Watsonia North",113
"22710","Watsons Creek (Vic.)",0
"22711","Wattle Bank",0
"22712","Wattle Creek",0
"22713","Wattle Flat (Vic.)",0
"22714","Wattle Glen",62
"22715","Wattle Hill (Vic.)",0
"22716","Waubra",3
"22717","Waurn Ponds",896
"22718","Waygara",0
"22719","Weatherboard",0
"22720","Wedderburn (Vic.)",5
"22721","Wedderburn Junction",0
"22722","Wee Wee Rup",0
"22723","Weeaproinah",0
"22724","Weering",0
"22725","Weerite",0
"22726","Wehla",0
"22727","Wellsford",0
"22728","Welshmans Reef",3
"22729","Welshpool (Vic.)",0
"22730","Wemen",0
"22731","Wendouree",123
"22732","Wensleydale",0
"22733","Wentworth (Vic.)",0
"22734","Werneth",0
"22735","Werona",0
"22736","Werribee",868
"22737","Werribee South",23
"22738","Werrimull",3
"22739","Wesburn",8
"22740","West Bendigo",3
"22741","West Creek",0
"22742","West Footscray",453
"22743","West Melbourne",517
"22744","West Wodonga",159
"22745","Westbury (Vic.)",0
"22746","Westby",0
"22747","Westmeadows",137
"22748","Westmere",0
"22749","Whanregarwen",0
"22750","Wharparilla",0
"22751","Wheatsheaf",0
"22752","Wheelers Hill",847
"22753","Whipstick",0
"22754","Whirily",0
"22755","White Hills (Vic.)",63
"22756","Whiteheads Creek",3
"22757","Whitelaw",0
"22758","Whitfield (Vic.)",3
"22759","Whitlands",0
"22760","Whittington",44
"22761","Whittlesea",79
"22762","Whoorel",0
"22763","Whorouly",0
"22764","Whorouly East",0
"22765","Whorouly South",3
"22766","Whroo",0
"22767","Wickliffe",0
"22768","Wilby",0
"22769","Wild Dog Valley (Vic.)",0
"22770","Wildwood",4
"22771","Wilkur",0
"22772","Willangie",0
"22773","Willatook",0
"22774","Willaura",6
"22775","Willaura North",0
"22776","Willenabrina",0
"22777","Williams Landing",189
"22778","Williamstown (Vic.)",518
"22779","Williamstown North",55
"22780","Willow Grove",4
"22781","Willowmavin",3
"22782","Willowvale (Vic.)",0
"22783","Willung",0
"22784","Willung South",3
"22785","Wilsons Hill",0
"22786","Wilsons Promontory",0
"22787","Wimbledon Heights",0
"22788","Winchelsea",19
"22789","Winchelsea South",5
"22790","Windermere (Vic.)",0
"22791","Windsor (Vic.)",277
"22792","Wingan River",0
"22793","Wingeel",0
"22794","Winjallok",0
"22795","Winlaton",0
"22796","Winnambool",0
"22797","Winnap",0
"22798","Winnindoo",0
"22799","Winslow",0
"22800","Winton (Vic.)",0
"22801","Winton North",0
"22802","Wirrate",0
"22803","Wiseleigh",0
"22804","Wodonga",172
"22805","Wollert",193
"22806","Wombat Creek (Vic.)",0
"22807","Wombelano",0
"22808","Won Wron",3
"22809","Wonga",0
"22810","Wonga Park",161
"22811","Wongarra",0
"22812","Wongungarra",0
"22813","Wonnangatta",0
"22814","Wonthaggi",26
"22815","Wonwondah",0
"22816","Wonyip",0
"22817","Wood Wood",0
"22818","Woodend (Vic.)",88
"22819","Woodend North",3
"22820","Woodfield",0
"22821","Woodford (Vic.)",0
"22822","Woodglen",0
"22823","Woodhouse",0
"22824","Woodleigh (Vic.)",0
"22825","Woods Point (Vic.)",0
"22826","Woodside (Vic.)",3
"22827","Woodside Beach",0
"22828","Woodstock (Vic.)",3
"22829","Woodstock On Loddon",0
"22830","Woodstock West",0
"22831","Woodvale (Vic.)",5
"22832","Wool Wool",0
"22833","Woolamai",0
"22834","Woolenook",0
"22835","Woolshed Flat (Vic.)",0
"22836","Woolsthorpe",0
"22837","Woomelang",0
"22838","Wooragee",3
"22839","Woorarra East",0
"22840","Woorarra West",0
"22841","Wooreen",0
"22842","Woori Yallock",21
"22843","Woorinen",4
"22844","Woorinen North",3
"22845","Woorinen South",0
"22846","Woorndoo",0
"22847","Wooroonook",0
"22848","Woosang",0
"22849","Wootong Vale",0
"22850","Worrowing",0
"22851","Wrathung",0
"22852","Wrixon",0
"22853","Wroxham",0
"22854","Wuk Wuk",0
"22855","Wulgulmerang",0
"22856","Wulgulmerang East",0
"22857","Wulgulmerang West",0
"22858","Wunghnu",4
"22859","Wurdiboluc",3
"22860","Wurruk",7
"22861","Wy Yung",9
"22862","Wycheproof",3
"22863","Wycheproof South",0
"22864","Wychitella",0
"22865","Wychitella North",0
"22866","Wye River",0
"22867","Wyelangta",0
"22868","Wyndham Vale",437
"22869","Wyuna (Vic.)",0
"22870","Wyuna East",3
"22871","Yaapeet",0
"22872","Yabba North",0
"22873","Yabba South",0
"22874","Yackandandah",7
"22875","Yalca",0
"22876","Yalla-Y-Poora",0
"22877","Yallambie",111
"22878","Yallourn",4
"22879","Yallourn North",17
"22880","Yalmy",0
"22881","Yambuk",6
"22882","Yambuna",4
"22883","Yan Yean",8
"22884","Yanac",0
"22885","Yanakie",0
"22886","Yando",0
"22887","Yandoit",0
"22888","Yandoit Hills",0
"22889","Yangery",0
"22890","Yangoura",0
"22891","Yannathan",0
"22892","Yapeen",0
"22893","Yarck",0
"22894","Yarpturk",0
"22895","Yarra Glen",50
"22896","Yarra Junction",13
"22897","Yarraberb",0
"22898","Yarragon",15
"22899","Yarragon South",0
"22900","Yarram",12
"22901","Yarrambat",62
"22902","Yarraville",407
"22903","Yarrawalla",0
"22904","Yarrawonga (Vic.)",40
"22905","Yarrawonga South",0
"22906","Yarroweyah",3
"22907","Yatchaw",0
"22908","Yawong Hills",0
"22909","Yea",14
"22910","Yellingbo",13
"22911","Yelta (Vic.)",0
"22912","Yendon",4
"22913","Yeo",0
"22914","Yeodene",0
"22915","Yering",4
"22916","Yeungroon",0
"22917","Yeungroon East",0
"22918","Yielima",0
"22919","Yinnar",18
"22920","Yinnar South",8
"22921","York Plains (Vic.)",0
"22922","Youanmite",0
"22923","Youarang",0
"22924","Yulecart",0
"22925","Yundool",0
"22926","Yuroke",6
"22927","Yuulong",0
"22928","Zeerust",0
"22929","Zumsteins",0
"29494","No usual address (Vic.)",229
"29797","Migratory - Offshore - Shipping (Vic.)",0
